qid,test_id,source_file,type,question_text,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
43,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,A data set has a mean of 720 and a standard deviation of 6. Which is closest to the z-score for an element of this data set with a value of 709?,7,0.7763718512791825,1.3609203697566943,0:0.0252|1:0.0252|2:0.0723|3:0.0252|4:0.0253|5:0.0252|6:0.0252|7:0.7764
44,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Ramon drew box-and-whisker plots to summarize the number of pages in each chapter of two books. The values of the interquartile ranges for these box-and-whisker plots are the same. Which box-and-whisker plots could represent these data?,7,0.7894807114307758,1.333293614409163,0:0.0294|1:0.0294|2:0.0326|3:0.0297|4:0.0295|5:0.0302|6:0.0296|7:0.7895
1,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"What is the value of this expression when a = 8, b = 16, and c = −4? 5 a 3 - c b + 9",5,0.3978931129421168,2.197127795390959,0:0.0406|1:0.0406|2:0.3548|3:0.0410|4:0.0416|5:0.3979|6:0.0410|7:0.0424
2,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,What is the quotient of ( 15 x 2 − 8 x − 12 ) and ( 3 x + 2 ) ? Assume the denominator does not equal zero.,5,0.3589974320120699,2.6296920938279036,0:0.0700|1:0.0700|2:0.0701|3:0.0701|4:0.0705|5:0.3590|6:0.0733|7:0.2170
3,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Which represents this expression in simplest form? 15 ( x - 2 ) 3 3 ( x - 4 ) - 3,7,0.4160440794409596,2.2515340808485997,0:0.0437|1:0.0437|2:0.0485|3:0.0437|4:0.0438|5:0.3165|6:0.0441|7:0.4160
4,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,For which value of x does x 3 simplify to 5 7 3 ?,2,0.6384018318125553,1.9591146640231274,0:0.0512|1:0.0512|2:0.6384|3:0.0516|4:0.0524|5:0.0514|6:0.0515|7:0.0523
5,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"What is 3,456 3 in simplest form?",6,0.3738782717454604,2.655668675214799,0:0.0730|1:0.0730|2:0.0731|3:0.0741|4:0.0756|5:0.1737|6:0.3739|7:0.0835
6,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Frank works at a convenience store. • He earns $7.50 per hour when he works during the day. • He earns $12.50 per hour when he works at night. • He wants to earn at least $300 per week. Which graph best represents this situation?,7,0.6075320003548361,2.068170554165474,0:0.0560|1:0.0560|2:0.0560|3:0.0560|4:0.0561|5:0.0562|6:0.0561|7:0.6075
7,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"A square with a side length of x inches is shown. The equation y = 4x represents the relationship between the side length, x, and the perimeter, y, of the square in inches. Which student states the correct domain and range of this relationship?",4,0.7549425327398105,1.4913097728736684,0:0.0349|1:0.0349|2:0.0349|3:0.0349|4:0.7549|5:0.0350|6:0.0352|7:0.0353
8,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,A function f is described. f(x) = (x − 2)² + 3 • The domain of f is all real numbers greater than 0. The range of f is all real numbers greater than or equal to —,7,0.6085539407158425,2.063124009121743,0:0.0541|1:0.0541|2:0.0545|3:0.0541|4:0.0541|5:0.0662|6:0.0543|7:0.6086
9,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Which function does NOT have a y-intercept of 2?,7,0.6571577291292551,1.8899925234571278,0:0.0490|1:0.0490|2:0.0490|3:0.0490|4:0.0490|5:0.0490|6:0.0490|7:0.6572
10,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,The graph of the function f(x) is shown on the coordinate plane. Which of these points is a solution of y = 3f(x)?,7,0.6860307972407258,1.6988538951015428,0:0.0321|1:0.0321|2:0.0322|3:0.0322|4:0.0324|5:0.0322|6:0.1208|7:0.6860
11,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"The graph of an exponential function in the form y = a b x contains the points (0, 2), (1, 1) (2, 1/2). Which graph best represents the function?",7,0.7877845441575118,1.3414522944953395,0:0.0302|1:0.0302|2:0.0304|3:0.0302|4:0.0302|5:0.0308|6:0.0302|7:0.7878
12,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Which table represents y = ( x + 5 ) 2 ?,7,0.7097544593846514,1.683860395248752,0:0.0414|1:0.0414|2:0.0414|3:0.0415|4:0.0415|5:0.0415|6:0.0415|7:0.7098
13,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Each table represents values from four different functions. Which tables could represent an exponential function?,7,0.7616706566242173,1.4611708570274118,0:0.0335|1:0.0335|2:0.0365|3:0.0337|4:0.0335|5:0.0340|6:0.0336|7:0.7617
14,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Given: f(x) = −x + 5 g(x) = 2x − 5 h(x) = (x + 2)(x − 5) Which functions have at least one equivalent x-intercept?,4,0.49801259598002073,2.083094059551005,0:0.0376|1:0.0376|2:0.0376|3:0.0377|4:0.4980|5:0.2758|6:0.0377|7:0.0379
15,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"The principal at Washington High School investigated the relationship between a student's cell phone use and the student's grade point average, GPA. The table shows a sample of the data collected. The correlation coefficient for the curve of best fit is -0.9921. Based on the data, there appears to be —",7,0.7749987603113712,1.4008529219420114,0:0.0321|1:0.0321|2:0.0321|3:0.0321|4:0.0322|5:0.0322|6:0.0321|7:0.7750
16,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Which conclusion about the relationship between student cell phone use and GPA is best supported by these data?,7,0.733092047794785,1.586297972772397,0:0.0381|1:0.0381|2:0.0381|3:0.0381|4:0.0382|5:0.0381|6:0.0381|7:0.7331
17,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"Using the quadratic curve of best fit, which equation most closely represents the set of data? {(−8, 80.4), (−7, 57.8), (−6, 38.6), (−5, 22.8), (3, 18.8), (5, 51.8), (7, 98.4)}",7,0.8210230810194206,1.1802855003329404,0:0.0256|1:0.0256|2:0.0256|3:0.0256|4:0.0256|5:0.0256|6:0.0256|7:0.8210
18,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"This table shows the number of months used and the approximate distances driven, in miles, for six buses in a school district. Using the line of best fit for these data, which value is the best prediction of the distance driven, in miles, by a bus that has been used for 40 months?",7,0.76447418844197,1.425835191891354,0:0.0280|1:0.0280|2:0.0672|3:0.0280|4:0.0281|5:0.0281|6:0.0281|7:0.7645
1,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which expression is equivalent to 3 n n + 3 + 5 n - 4 if no denominator equals zero?,5,0.6439883364052411,1.9359065888486604,0:0.0480|1:0.0480|2:0.0480|3:0.0482|4:0.0489|5:0.6440|6:0.0505|7:0.0643
2,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which number is equivalent to ( - 6 - i ) + 5 i - ( 11 + 13 i ) ?,7,0.49386190192163815,1.9417603892280777,0:0.0301|1:0.0301|2:0.0301|3:0.0301|4:0.0301|5:0.3258|6:0.0301|7:0.4939
3,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which of the following is the factored form of x 3 - 216 ?,6,0.6982591948047376,1.7296906441814828,0:0.0415|1:0.0415|2:0.0415|3:0.0421|4:0.0425|5:0.0495|6:0.6983|7:0.0433
4,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Which expression is equivalent to 75 x 3 - 27 x 3 , if x > 0 ?",5,0.7278085800832661,1.6087183026777065,0:0.0386|1:0.0386|2:0.0395|3:0.0388|4:0.0389|5:0.7278|6:0.0388|7:0.0389
5,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Assuming that no denominator equals zero, which is equivalent to r 2 - r - 6 ( r - 2 ) ( r - 3 ) ?",5,0.5502190207256047,2.24254038634039,0:0.0579|1:0.0579|2:0.0579|3:0.0581|4:0.0596|5:0.5502|6:0.0610|7:0.0974
6,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Which expression is equivalent to 16 x 15 y 17 4 , where x > 0 and y > 0 ?",5,0.7278085800832661,1.6087183026777065,0:0.0386|1:0.0386|2:0.0395|3:0.0388|4:0.0389|5:0.7278|6:0.0388|7:0.0389
7,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which is equivalent to ( 6 + 7 ) ( 5 + 7 ) ?,5,0.6664388321185911,1.854945533785881,0:0.0475|1:0.0475|2:0.0475|3:0.0477|4:0.0479|5:0.6664|6:0.0476|7:0.0479
8,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What are the y-coordinates for the solutions to this system of equations? x 2 + 6 x + 3 y + 6 = 0 x + y + 20 = 0,4,0.3458434975648692,2.661020035640738,0:0.0727|1:0.0727|2:0.0727|3:0.0728|4:0.3458|5:0.0732|6:0.2163|7:0.0738
9,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which expression is equivalent to x 3 7 y 36 7 ?,5,0.7278085800832661,1.6087183026777065,0:0.0386|1:0.0386|2:0.0395|3:0.0388|4:0.0389|5:0.7278|6:0.0388|7:0.0389
10,math_algebra2_2014,math-algebra2-2014.js,multiple-select,Identify the factors of the following polynomial: 8 x 2 - 18 x y - 5 y 2,6,0.5702487782877768,2.171097445123218,0:0.0494|1:0.0494|2:0.0494|3:0.0500|4:0.0577|5:0.0908|6:0.5702|7:0.0831
11,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which statement illustrates the symmetric property of equality?,6,0.5431354957008011,2.1977277754478632,0:0.0503|1:0.0503|2:0.0503|3:0.0504|4:0.0506|5:0.0503|6:0.5431|7:0.1546
12,math_algebra2_2014,math-algebra2-2014.js,multiple-select,Identify each expression that is equivalent to (i).,5,0.62384041362623,1.9466684996859496,0:0.0412|1:0.0412|2:0.0414|3:0.0413|4:0.0426|5:0.6238|6:0.0416|7:0.1268
13,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Given: n - 15 9 n 15 - n 3 n 5 . Assuming no denominator equals zero, which expression is equivalent to the given expression?",5,0.42542900221802504,2.0614029675234766,0:0.0341|1:0.0341|2:0.0366|3:0.0341|4:0.3673|5:0.4254|6:0.0342|7:0.0342
14,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the solution set of 8 x - 1 + 4 = 8 ?,7,0.4800845711680434,2.009912574951178,0:0.0330|1:0.0330|2:0.0330|3:0.0330|4:0.0331|5:0.0331|6:0.3217|7:0.4801
15,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which graph best represents the solution for y ≥ | 2 x + 1 | - 3 ?,7,0.6169945333561051,1.7938873869701282,0:0.0292|1:0.0292|2:0.0292|3:0.0292|4:0.0292|5:0.0292|6:0.2079|7:0.6170
16,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the solution set to x 2 = 16 - 4 x ?,7,0.4800845711680434,2.009912574951178,0:0.0330|1:0.0330|2:0.0330|3:0.0330|4:0.0331|5:0.0331|6:0.3217|7:0.4801
17,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the solution set for 1 4 x + 3 = 2 ?,7,0.4800845711680434,2.009912574951178,0:0.0330|1:0.0330|2:0.0330|3:0.0330|4:0.0331|5:0.0331|6:0.3217|7:0.4801
18,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the solution to | x + 4 | 2 ?,6,0.6627996740187547,1.868754987617385,0:0.0481|1:0.0481|2:0.0481|3:0.0482|4:0.0482|5:0.0482|6:0.6628|7:0.0483
19,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The graph of g(x) is shown. Which appears to be a solution of g(x) = 0?,4,0.3651264683328965,2.21252904741521,0:0.0273|1:0.0273|2:0.0273|3:0.0273|4:0.3651|5:0.0273|6:0.1821|7:0.3162
20,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Given: x + y + 10 = 0 x 2 + y - 2 = 0 What are the x-values for the solutions to the given system of equations?,4,0.6686601149277005,1.8353329665179463,0:0.0426|1:0.0426|2:0.0432|3:0.0426|4:0.6687|5:0.0436|6:0.0740|7:0.0427
21,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which is a solution for w - 4 4 + 11 = 14 ?,6,0.6627996740187547,1.868754987617385,0:0.0481|1:0.0481|2:0.0481|3:0.0482|4:0.0482|5:0.0482|6:0.6628|7:0.0483
22,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the real solution set of -- x x - 4 - 4 3 = 4 x - 4,7,0.4641282547594091,2.1469905638667295,0:0.0399|1:0.0399|2:0.0399|3:0.0399|4:0.0399|5:0.0399|6:0.2963|7:0.4641
23,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Which is a solution to 4 n - 37 3 = 10 n , if n ≠ 0 ?",6,0.6627996740187547,1.868754987617385,0:0.0481|1:0.0481|2:0.0481|3:0.0482|4:0.0482|5:0.0482|6:0.6628|7:0.0483
24,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which is a solution of | 2 x - 7 | + 1 = 9 ?,6,0.6627996740187547,1.868754987617385,0:0.0481|1:0.0481|2:0.0481|3:0.0482|4:0.0482|5:0.0482|6:0.6628|7:0.0483
25,math_algebra2_2014,math-algebra2-2014.js,free-response,"If x ≠ 0 , what is the solution to the following equation? 1 - x x + 2 = 7 x",6,0.8005662955515549,1.2806641946931783,0:0.0283|1:0.0283|2:0.0283|3:0.0286|4:0.0289|5:0.0283|6:0.8006|7:0.0288
26,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,A solution to a quadratic equation is 13 - 11 i 7 . Which of the following must also be a solution to this equation?,6,0.7672068511108998,1.4363673605592964,0:0.0330|1:0.0330|2:0.0330|3:0.0334|4:0.0337|5:0.0330|6:0.7672|7:0.0336
27,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which of the following functions does NOT have a range of only the real numbers greater than or equal to zero?,7,0.34881449473961385,2.439798802613833,0:0.0453|1:0.0453|2:0.0453|3:0.0453|4:0.0454|5:0.1270|6:0.2976|7:0.3488
28,math_algebra2_2014,math-algebra2-2014.js,free-response,What is the sum of this infinite series? 100 + 60 + 36 + 108 5 + ...,3,0.2673028078206179,2.85522053056982,0:0.0912|1:0.0912|2:0.0914|3:0.2673|4:0.1803|5:0.0920|6:0.0919|7:0.0947
29,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The graph of a parent function is shown. Which function belongs to this same family?,7,0.7935414949536465,1.3142601452637535,0:0.0295|1:0.0295|2:0.0295|3:0.0295|4:0.0296|5:0.0295|6:0.0295|7:0.7935
30,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which number is a zero of f ( x ) = log ( 4 x - 1 ) ?,7,0.6166273630304229,2.002800197412556,0:0.0461|1:0.0461|2:0.0461|3:0.0461|4:0.0462|5:0.1066|6:0.0462|7:0.6166
31,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the equation of the horizontal asymptote of the graph of the following equation? f ( x ) = 6 ( x - 5 ) - 4,6,0.41290592157536693,1.959626181950001,0:0.0297|1:0.0297|2:0.0297|3:0.0298|4:0.0298|5:0.0298|6:0.4129|7:0.4086
32,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which function best represents this graph?,7,0.8078188640769796,1.2455326187991123,0:0.0274|1:0.0274|2:0.0274|3:0.0274|4:0.0275|5:0.0275|6:0.0275|7:0.8078
33,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The graph of g ( x ) = log ( 2 x ) has —,7,0.6106151017907715,2.0575418464552464,0:0.0555|1:0.0555|2:0.0556|3:0.0555|4:0.0558|5:0.0558|6:0.0557|7:0.6106
34,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Throughout which of the following intervals is f ( x ) = ( x - 1 ) ( x - 4 ) 2 only decreasing?,6,0.7501548182496782,1.5124286303017112,0:0.0355|1:0.0355|2:0.0355|3:0.0358|4:0.0362|5:0.0356|6:0.7502|7:0.0358
35,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Given: f ( x ) = log ( x - 16 ) + 15 What is the equation of an asymptote of the graph of the given function?,7,0.4511514998219252,1.9469065586434655,0:0.0293|1:0.0293|2:0.0298|3:0.0293|4:0.3723|5:0.0295|6:0.0294|7:0.4512
36,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What appears to be the range of this function?,7,0.7046380540775767,1.7047315524500783,0:0.0421|1:0.0421|2:0.0424|3:0.0421|4:0.0423|5:0.0421|6:0.0422|7:0.7046
37,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The heights of a large population of ostriches are normally distributed. Which is closest to the percentage of these heights that is within 3 standard deviations of the mean?,7,0.4531685150468761,2.339400851970436,0:0.0520|1:0.0520|2:0.0520|3:0.0520|4:0.2347|5:0.0520|6:0.0520|7:0.4532
38,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which of these situations involves a combination?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
39,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the 14th term of the arithmetic sequence with a first term of 7 and a common difference of 10?,4,0.3199085515359235,2.8132930626485293,0:0.0954|1:0.0954|2:0.0956|3:0.0960|4:0.3199|5:0.1014|6:0.0968|7:0.0995
40,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The graph of the function g is shown on the following grid. Which graph best represents the inverse of g?,7,0.818550849618061,1.1926286379262074,0:0.0259|1:0.0259|2:0.0259|3:0.0259|4:0.0260|5:0.0260|6:0.0260|7:0.8186
41,math_algebra2_2014,math-algebra2-2014.js,multiple-select,Identify each of the x- and y-intercepts of the function h ( x ) = x 3 + 3 x 2 - 4 x - 12 .,7,0.6812999822511618,1.796810081059798,0:0.0443|1:0.0443|2:0.0444|3:0.0444|4:0.0444|5:0.0525|6:0.0444|7:0.6813
42,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which of the following describes the end behavior of y = - x 2 + b x + c as x approaches either positive or negative infinity?,6,0.7218824555081157,1.6336345896784503,0:0.0394|1:0.0394|2:0.0395|3:0.0399|4:0.0403|5:0.0395|6:0.7219|7:0.0401
43,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"If f ( x ) = 2 3 x 2 + 1 and g ( x ) = 6 x - 15 , which polynomial is equivalent to g ( f ( x ) ) ?",5,0.571061394667962,2.1889050989864147,0:0.0595|1:0.0595|2:0.0596|3:0.0600|4:0.0610|5:0.5711|6:0.0681|7:0.0611
44,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The domain of the function f ( x ) = x + 3 x 2 + 5 x - 24 is all real numbers except —,7,0.6419983938911874,1.9460341092591862,0:0.0509|1:0.0509|2:0.0521|3:0.0510|4:0.0510|5:0.0510|6:0.0511|7:0.6420
45,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The amount of work (W) done when lifting an object varies jointly with the mass of the object (M) and the distance the object is lifted (D). Which equation models this relationship?,7,0.6463039188810678,1.9302749993071349,0:0.0504|1:0.0504|2:0.0504|3:0.0506|4:0.0507|5:0.0506|6:0.0506|7:0.6463
46,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Madison deposited $1,000 into a savings account that compounds interest yearly. Using the exponential curve of best fit, which is closest to the expected amount in the savings account 30 years after the time Madison deposited the initial $1,000?",7,0.3810693479098043,2.1953775066011394,0:0.0410|1:0.0410|2:0.0410|3:0.0410|4:0.3727|5:0.0411|6:0.0411|7:0.3811
47,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Which graph best represents a function with zeros of -2, -1, and 2?",7,0.8078188640769796,1.2455326187991123,0:0.0274|1:0.0274|2:0.0274|3:0.0274|4:0.0275|5:0.0275|6:0.0275|7:0.8078
48,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The number of permutations of 8 objects taken 3 at a time is —,7,0.7316361689841892,1.5924987960921344,0:0.0383|1:0.0383|2:0.0383|3:0.0383|4:0.0385|5:0.0383|6:0.0383|7:0.7316
49,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"If y varies inversely as the square root of x, what is the constant of proportionality if y = 16 when x = 4?",4,0.5072308232064859,2.3832031785878347,0:0.0700|1:0.0700|2:0.0701|3:0.0701|4:0.5072|5:0.0704|6:0.0704|7:0.0718
