qid,test_id,source_file,type,question_text,word_count,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
1,reading_endofcourse_2015,reading-endofcourse-2015.js,multiple-choice,"In paragraph 1, the words ""rumbled,"" ""buzzed,"" and ""exploded"" evoke images of-",7,1,0.8904097,0.8063376545906067,0:0.0157|1:0.8904|2:0.0156|3:0.0157|4:0.0157|5:0.0157|6:0.0156|7:0.0156
24,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"The word sympathy comes from Greek roots that mean ""similar emotion."" Based on the Greek roots, which is the best example of sympathy ?",14,0,0.9416322,0.4847903549671173,0:0.9416|1:0.0083|2:0.0083|3:0.0083|4:0.0083|5:0.0083|6:0.0083|7:0.0083
25,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,The author organizes the information in paragraph 3 by —,4,5,0.8248847,1.1608843803405762,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.8249|6:0.0250|7:0.0250
26,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Read this sentence from paragraph 6. His influence is evident; many painters mimic his style and use of color and texture. Which word is a synonym for mimic ?,15,3,0.94528204,0.459722638130188,0:0.0078|1:0.0078|2:0.0078|3:0.9453|4:0.0078|5:0.0078|6:0.0078|7:0.0078
27,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Which of these does the author seem to admire most about van Gogh's paintings?,6,6,0.8749003,0.8950434923171997,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8749|7:0.0179
28,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"Based on the article, van Gogh learned how to paint by —",6,6,0.87490684,0.8950068950653076,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8749|7:0.0179
29,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,The author includes a photograph of The Starry Night in order to —,6,3,0.8748894,0.8951048851013184,0:0.0179|1:0.0179|2:0.0179|3:0.8749|4:0.0179|5:0.0179|6:0.0179|7:0.0179
30,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Which word does the author use to show a contrast? Yet van Gogh today is considered one of the greatest artists of all time .,14,7,0.94162726,0.4848243296146393,0:0.0083|1:0.0083|2:0.0083|3:0.0083|4:0.0083|5:0.0083|6:0.0083|7:0.9416
31,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"Which paragraph would be most useful for writing a report titled ""A Detailed Look at van Gogh's Most Famous Works""?",12,7,0.93262154,0.545218825340271,0:0.0096|1:0.0096|2:0.0096|3:0.0096|4:0.0096|5:0.0096|6:0.0096|7:0.9326
32,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"The author's word choice in the section ""What's in your bag?"" is best described as —",7,0,0.62589055,1.5004823207855225,0:0.6259|1:0.0156|2:0.0157|3:0.0156|4:0.0156|5:0.0156|6:0.2802|7:0.0156
33,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"Which organizational pattern is used in the section ""Satisfaction guaranteed""?",6,7,0.87482,0.8954944014549255,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8748
34,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,In which section of the flier will students learn when to pay for their purchase?,6,2,0.8749343,0.8948521018028259,0:0.0179|1:0.0179|2:0.8749|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
35,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,The author best explains the features of the merchandise by —,5,7,0.8540082,1.0095689296722412,0:0.0209|1:0.0209|2:0.0209|3:0.0208|4:0.0208|5:0.0209|6:0.0209|7:0.8540
36,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Students who want to order more than one bag would most likely —,7,4,0.8904712,0.8059793710708618,0:0.0156|1:0.0156|2:0.0156|3:0.0156|4:0.8905|5:0.0156|6:0.0157|7:0.0156
37,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Read this chart a student made about the bags. Which of these shows that the student misunderstood information about the bags?,10,1,0.9203816,0.6243507266044617,0:0.0114|1:0.9204|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
38,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"In paragraph 1, what does the word localities mean?",4,3,0.55920863,1.7858097553253174,0:0.0251|1:0.0250|2:0.0250|3:0.5592|4:0.0250|5:0.0250|6:0.0250|7:0.2907
39,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Which word is a synonym for provision in paragraph 4?,4,0,0.8248989,1.1608127355575562,0:0.8249|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
40,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"In paragraph 8, the description of the students as a ""small group of budding photographers"" suggests they are —",8,7,0.9026879,0.733606219291687,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.9027
41,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"In paragraph 8, the other students in Mr. James' classroom are confused because they —",5,4,0.85405236,1.0093324184417725,0:0.0209|1:0.0208|2:0.0209|3:0.0209|4:0.8541|5:0.0209|6:0.0208|7:0.0208
42,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"Read this sentence from paragraph 11. The students scrambled to take pictures and stared in amazement. The word ""scrambled"" suggests that the students were —",13,2,0.93744934,0.5130900144577026,0:0.0089|1:0.0089|2:0.9374|3:0.0089|4:0.0089|5:0.0089|6:0.0089|7:0.0089
43,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,"Based on Helen's actions, which of these will most likely occur in the future?",6,1,0.8749359,0.894843339920044,0:0.0179|1:0.8749|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
44,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Helen is pleased that the club will go on a camping trip because the experience will —,6,0,0.87494504,0.8947925567626953,0:0.8749|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
45,reading_grade7_2015,reading-grade7-2015.js,multiple-choice,Which detail about the bats should be included in a summary of the story?,5,2,0.8540582,1.0093015432357788,0:0.0209|1:0.0209|2:0.8541|3:0.0208|4:0.0208|5:0.0208|6:0.0209|7:0.0208
1,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"The name ""the osprey garden"" in paragraph 4 gives the reader the impression of--",7,1,0.8904649,0.8060159683227539,0:0.0157|1:0.8905|2:0.0156|3:0.0157|4:0.0156|5:0.0157|6:0.0156|7:0.0156
2,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Which sentence from the article contains a comparison?,4,1,0.82466054,1.1620150804519653,0:0.0250|1:0.8247|2:0.0251|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0251
3,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Which detail about ospreys should be included in a summary of the article?,5,0,0.8540706,1.00923490524292,0:0.8541|1:0.0208|2:0.0209|3:0.0208|4:0.0208|5:0.0208|6:0.0208|7:0.0208
4,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Paragraph 19 contributes to the theme of the story by showing that--,5,0,0.4669512,1.739107370376587,0:0.4670|1:0.0208|2:0.4080|3:0.0208|4:0.0208|5:0.0208|6:0.0208|7:0.0208
5,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Which sentence from the story best communicates a sense of celebration?,6,6,0.8749056,0.895013689994812,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8749|7:0.0179
6,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"In paragraph 3, the newspaper reporter writes about Keichline most likely because she--",6,5,0.87493795,0.8948319554328918,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.8749|6:0.0179|7:0.0179
7,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"In paragraph 5, the word innovative means--",4,0,0.8249011,1.160801887512207,0:0.8249|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
8,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"In paragraph 5, the information is organized by--",3,5,0.7810921,1.3727205991744995,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.7811|6:0.0313|7:0.0313
9,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"""A Leader in Her Profession"" would be the best heading for which paragraph?",6,2,0.8748734,0.8951943516731262,0:0.0179|1:0.0179|2:0.8749|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
10,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Read lines 21 and 22 from the poem. No canvas can compete with such a scene; No tube of paint can duplicate so true These lines show that the speaker believes--,14,7,0.9416537,0.4846435785293579,0:0.0083|1:0.0083|2:0.0083|3:0.0083|4:0.0083|5:0.0083|6:0.0083|7:0.9417
11,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"In line 31, the word comfort has a connotation of —",4,3,0.8249017,1.1607987880706787,0:0.0250|1:0.0250|2:0.0250|3:0.8249|4:0.0250|5:0.0250|6:0.0250|7:0.0250
12,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,The speaker's word choice in the poem conveys a tone of--,6,0,0.5224812,1.6424505710601807,0:0.5225|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.3703
13,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"At the top of the article, the words ""Student Voices Column"" are in boldface type and placed between horizontal lines in order to--",12,5,0.93265015,0.545029878616333,0:0.0096|1:0.0096|2:0.0096|3:0.0096|4:0.0096|5:0.9327|6:0.0096|7:0.0096
14,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"In paragraph 1, the reader knows that the students--",4,4,0.46402872,1.843079924583435,0:0.0250|1:0.0250|2:0.0251|3:0.0250|4:0.4640|5:0.3858|6:0.0250|7:0.0250
15,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"In paragraph 3, the author puts ""old-fashioned"" in quotation marks to--",6,7,0.87488717,0.8951174020767212,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8749
16,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Which detail from paragraphs 3 and 4 emphasizes the author's positive viewpoint about menu items?,8,3,0.90270734,0.7334892749786377,0:0.0139|1:0.0139|2:0.0139|3:0.9027|4:0.0139|5:0.0139|6:0.0139|7:0.0139
17,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"Read this sentence from paragraph 4. Eighth-grader Jasmine Firestone says, ""The new tacos on Tuesdays are the best food in the world!"" Why does the author include this example of hyperbole?",17,2,0.9513555,0.4171736240386963,0:0.0069|1:0.0069|2:0.9514|3:0.0069|4:0.0069|5:0.0070|6:0.0069|7:0.0070
18,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Read these glossary entries for words that appear in paragraph 5. alert: Able to think and respond quickly. approach: Move closer to a person or object. designed: Created a drawing or sketch. surveyed: Carefully examined something to determine its value. Which entry gives the meaning of the word as it is used in paragraph 5?,32,5,0.9734453,0.25135672092437744,0:0.0038|1:0.0038|2:0.0038|3:0.0038|4:0.0038|5:0.9734|6:0.0038|7:0.0038
19,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,What is the main idea of paragraph 5?,3,3,0.78107285,1.372809886932373,0:0.0313|1:0.0313|2:0.0313|3:0.7811|4:0.0313|5:0.0313|6:0.0313|7:0.0313
20,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"Based on paragraph 6, the main outcome of interviewing Marge LaRough was that the author--",8,0,0.90271264,0.7334585189819336,0:0.9027|1:0.0139|2:0.0139|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
21,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"Based on the word choice in paragraph 7, what does the author most likely believe?",7,0,0.5179558,1.5843417644500732,0:0.5180|1:0.0156|2:0.0156|3:0.0156|4:0.0156|5:0.3882|6:0.0156|7:0.0156
22,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Which action by cafeteria staff suggests that student opinions are taken into consideration when making menu decisions?,11,2,0.92704904,0.5816401243209839,0:0.0104|1:0.0104|2:0.9270|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.0104
23,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"According to the article, cafeteria offerings were different before the 2012 rules in that they--",6,1,0.8749664,0.8946726322174072,0:0.0179|1:0.8750|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
24,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Which sentence is NOT supported by relevant evidence?,4,7,0.8249031,1.1607918739318848,0:0.0250|1:0.0250|2:0.0251|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.8249
25,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Which paragraph contains useful information for a presentation about how to make dishes healthier?,8,4,0.90263957,0.7338974475860596,0:0.0139|1:0.0139|2:0.0139|3:0.0139|4:0.9026|5:0.0139|6:0.0139|7:0.0139
26,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Which statement best expresses the author's viewpoint?,5,2,0.85405815,1.0093013048171997,0:0.0209|1:0.0208|2:0.8541|3:0.0209|4:0.0208|5:0.0209|6:0.0208|7:0.0208
27,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"The phrase ""My heart swelled"" in paragraph 1 conveys that the narrator is--",6,6,0.8749076,0.8950024843215942,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8749|7:0.0179
28,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,"In paragraph 5, the word consecutively comes from a Latin root that means--",7,0,0.89057785,0.8053573369979858,0:0.8906|1:0.0156|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
29,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Which word is a synonym for enhance in paragraph 19?,4,0,0.8249043,1.160786509513855,0:0.8249|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
30,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,How is figurative language used in the first stanza of the poem?,6,7,0.87485266,0.8953107595443726,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8749
31,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Lines 13-14 of the poem convey that the speaker's anger is--,5,7,0.67902374,1.538202166557312,0:0.0208|1:0.1960|2:0.0208|3:0.0208|4:0.0208|5:0.0208|6:0.0208|7:0.6790
32,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Lines 29-32 reveal that the speaker of the poem--,4,7,0.8249767,1.1604207754135132,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.8250
33,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Which idea is developed in both the story and the poem?,4,2,0.8248672,1.1609727144241333,0:0.0250|1:0.0250|2:0.8249|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0251
34,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,The endings of the story and the poem both convey a tone of--,5,7,0.8540467,1.0093626976013184,0:0.0209|1:0.0208|2:0.0209|3:0.0208|4:0.0208|5:0.0208|6:0.0209|7:0.8540
35,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,How do the narrator of the story and the speaker of the poem resolve their conflicts?,6,7,0.35220978,2.0738601684570312,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.3034|5:0.0179|6:0.2551|7:0.3522
36,reading_grade7_practice_2024,reading-grade7-practice-2024.js,multiple-choice,Which major theme do the story and the poem have in common?,5,2,0.8540925,1.009117603302002,0:0.0208|1:0.0208|2:0.8541|3:0.0208|4:0.0208|5:0.0209|6:0.0208|7:0.0209
1,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"In paragraph 2, the author's use of the words ""distinguish"" and ""like"" indicates that the information is organized by —",9,5,0.48952198,1.5014457702636719,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.4895|6:0.0125|7:0.4354
2,reading_grade8_2015,reading-grade8-2015.js,multiple-select,"In this excerpt from paragraph 5, which three words are examples of onomatopoeia? Vocalizations include a chitter, which sounds much like the chattering of teeth; a bark, which is similar to that of a dog . . .",17,4,0.9513665,0.41709524393081665,0:0.0069|1:0.0069|2:0.0069|3:0.0069|4:0.9514|5:0.0069|6:0.0069|7:0.0069
3,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"Based on paragraph 8, the reader may best infer that the kinkajou —",7,0,0.8904201,0.8062771558761597,0:0.8904|1:0.0157|2:0.0157|3:0.0156|4:0.0156|5:0.0157|6:0.0157|7:0.0156
4,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"According to the article, which sense best helps a kinkajou locate another kinkajou's territory?",10,6,0.92038685,0.6243172287940979,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.9204|7:0.0114
5,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"According to the article, the kinkajou resembles a monkey because of its —",5,1,0.85410285,1.0090621709823608,0:0.0208|1:0.8541|2:0.0208|3:0.0208|4:0.0208|5:0.0208|6:0.0209|7:0.0208
6,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"After their first meeting, the narrator and the horse learn about each other when they —",5,6,0.85412025,1.0089688301086426,0:0.0208|1:0.0208|2:0.0208|3:0.0208|4:0.0208|5:0.0209|6:0.8541|7:0.0208
7,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Who is the narrator of this story?,2,6,0.7082004,1.6902194023132324,0:0.0417|1:0.0417|2:0.0418|3:0.0417|4:0.0417|5:0.0417|6:0.7082|7:0.0417
8,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Complete this analogy. Skilled is to expert as —,4,7,0.8247933,1.16134512424469,0:0.0250|1:0.0251|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.8248
9,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"In paragraph 1, the author suggests that before the Internet, researching a given topic was —",7,2,0.8905207,0.8056910037994385,0:0.0156|1:0.0156|2:0.8905|3:0.0156|4:0.0156|5:0.0157|6:0.0156|7:0.0156
10,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Which meaning best fits the word daunting in paragraph 2?,6,0,0.8748449,0.8953543901443481,0:0.8748|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
11,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,The implied main idea of paragraph 2 is that reference books —,6,2,0.8748846,0.8951314687728882,0:0.0179|1:0.0179|2:0.8749|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
12,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"According to paragraph 2, what major change occurred in the organization of early encyclopedias?",8,2,0.9027006,0.7335303425788879,0:0.0139|1:0.0139|2:0.9027|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
13,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Read this sentence from paragraph 6. Wikipedia is making an effort to improve its accuracy by hiring an army of individuals to hunt down faulty information on its site. The language in this sentence creates a sense of —,19,5,0.95621663,0.38229256868362427,0:0.0063|1:0.0063|2:0.0063|3:0.0063|4:0.0063|5:0.9562|6:0.0063|7:0.0063
14,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Read this part of an outline based on the article. I. The first encyclopedias A. read from beginning to end B. prepared by a single author C. _______________ Which of these belongs on the blank line?,16,5,0.78254074,1.028011679649353,0:0.0074|1:0.1733|2:0.0074|3:0.0074|4:0.0074|5:0.7825|6:0.0074|7:0.0074
15,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Companies are adapting to the rapidly changing encyclopedia industry by —,6,4,0.8749909,0.8945351839065552,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.8750|5:0.0179|6:0.0179|7:0.0179
16,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,What has Encyclopaedia Britannica done to improve the quality of its entries?,6,6,0.8749625,0.8946942687034607,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.8750|7:0.0179
17,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,The main idea of the article is that people should —,4,0,0.8248828,1.1608939170837402,0:0.8249|1:0.0250|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
18,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Which is a negative connotation of the word prescribe ?,4,0,0.6167867,1.7183175086975098,0:0.6168|1:0.0250|2:0.2331|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
19,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"Read this dictionary entry. cor·rode (kə-rōd´) v. 1. Destroy or damage metal, stone, or other materials slowly by chemical action. 2. Be destroyed or damaged in this way. 3. Destroy or weaken gradually. [Latin cor- (expressing intensive force) + rodere 'gnaw.'] The word corrode contains a root that means —",31,2,0.97263145,0.25785183906555176,0:0.0039|1:0.0039|2:0.9726|3:0.0039|4:0.0039|5:0.0039|6:0.0039|7:0.0039
20,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Which information should be included in a summary of paragraph 2?,4,0,0.82477695,1.1614279747009277,0:0.8248|1:0.0251|2:0.0250|3:0.0250|4:0.0250|5:0.0251|6:0.0250|7:0.0250
21,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,What is the main idea of paragraph 3?,3,3,0.781073,1.3728091716766357,0:0.0313|1:0.0313|2:0.0313|3:0.7811|4:0.0313|5:0.0313|6:0.0313|7:0.0313
22,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Which event most effectively changes Annie's mind about leaving England?,7,0,0.8905819,0.8053340911865234,0:0.8906|1:0.0156|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
23,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,What makes Annie aware that other passengers are feeling ill?,6,4,0.87497294,0.8946359157562256,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.8750|5:0.0179|6:0.0179|7:0.0179
24,reading_grade8_2015,reading-grade8-2015.js,drag-drop,Which two characters influenced Annie's comfort during the voyage?,6,5,0.8749459,0.8947876691818237,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.8749|6:0.0179|7:0.0179
25,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Which event is presented as the climax of the trip?,4,2,0.824959,1.1605103015899658,0:0.0250|1:0.0250|2:0.8250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
26,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"Based on the ""Register for a Summer of Stories"" and ""Cast Your Vote"" sections, an important goal for the library is —",10,1,0.920411,0.6241636276245117,0:0.0114|1:0.9204|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.0114
27,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"Which information should be included in a summary of the ""Cast Your Vote"" section?",6,1,0.8748752,0.8951848149299622,0:0.0179|1:0.8749|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
28,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"According to the flier, what must a teen do to receive prizes?",6,4,0.8748779,0.8951692581176758,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.8749|5:0.0179|6:0.0179|7:0.0179
29,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Which is the most likely reason poets are asked to register for the Poetry Session?,7,6,0.8905305,0.8056331872940063,0:0.0156|1:0.0156|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.8905|7:0.0156
30,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Which part of the flier would be most useful for students doing research for a paper?,7,2,0.8905665,0.8054234981536865,0:0.0156|1:0.0156|2:0.8906|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
31,reading_grade8_2015,reading-grade8-2015.js,multiple-select,Which three are rules or requirements for using the computers?,5,4,0.85411036,1.0090217590332031,0:0.0208|1:0.0208|2:0.0208|3:0.0208|4:0.8541|5:0.0209|6:0.0208|7:0.0208
32,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,The author structured the flier to suggest that the library —,5,2,0.85404253,1.0093848705291748,0:0.0209|1:0.0209|2:0.8540|3:0.0208|4:0.0209|5:0.0209|6:0.0208|7:0.0208
33,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Readers who want to become professional writers would be most interested in knowing that the library —,9,0,0.9124547,0.6739931106567383,0:0.9125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
34,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,What does humility mean in paragraph 2?,3,0,0.78111595,1.3726098537445068,0:0.7811|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
35,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Cody's description of himself in paragraph 2 suggests that he is —,4,2,0.5022587,1.8277249336242676,0:0.0250|1:0.0250|2:0.5023|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.3476
36,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,What does tranquil mean in paragraph 4?,3,3,0.78112847,1.3725519180297852,0:0.0313|1:0.0313|2:0.0313|3:0.7811|4:0.0313|5:0.0313|6:0.0313|7:0.0313
37,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"Read this sentence from paragraph 7. Then, suddenly, a blurry patch of dense black crosses the trail some distance ahead of me. What may the reader best infer from Cody's statement?",18,2,0.95392174,0.3988564610481262,0:0.0066|1:0.0066|2:0.9539|3:0.0066|4:0.0066|5:0.0066|6:0.0066|7:0.0066
38,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,The author establishes the setting in paragraph 7 through the use of —,5,3,0.8540581,1.009302020072937,0:0.0209|1:0.0208|2:0.0208|3:0.8541|4:0.0208|5:0.0209|6:0.0208|7:0.0208
39,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,"Read this sentence from paragraph 11. The sun is just starting to burn the dew from the grass, and each green blade, coated with tiny, reflective droplets, is a glittering emerald. The purpose of the metaphor in this sentence is to suggest the —",20,2,0.9583137,0.3669997453689575,0:0.0060|1:0.0060|2:0.9583|3:0.0060|4:0.0060|5:0.0060|6:0.0060|7:0.0060
40,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Cody decides to find his way back out of the park by —,6,5,0.87491566,0.8949572443962097,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.8749|6:0.0179|7:0.0179
41,reading_grade8_2015,reading-grade8-2015.js,multiple-choice,Which sentence best describes the theme of the story?,5,2,0.6240997,1.6233940124511719,0:0.0209|1:0.0208|2:0.6241|3:0.0208|4:0.0209|5:0.0208|6:0.2508|7:0.0209
