qid,test_id,source_file,type,question_text,word_count,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
43,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,A data set has a mean of 720 and a standard deviation of 6. Which is closest to the z-score for an element of this data set with a value of 709?,11,0,0.5613915,1.4100207090377808,0:0.5614|1:0.0104|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.3761
44,math_algebra1_2015,math-algebra1-2015.js,multiple-choice,Ramon drew box-and-whisker plots to summarize the number of pages in each chapter of two books. The values of the interquartile ranges for these box-and-whisker plots are the same. Which box-and-whisker plots could represent these data?,20,2,0.95828813,0.3671862781047821,0:0.0060|1:0.0060|2:0.9583|3:0.0060|4:0.0060|5:0.0060|6:0.0060|7:0.0060
1,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"What is the value of this expression when a = 8, b = 16, and c = −4? 5 a 3 - c b + 9",2,5,0.70793915,1.6912870407104492,0:0.0417|1:0.0417|2:0.0418|3:0.0418|4:0.0417|5:0.7079|6:0.0417|7:0.0417
2,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,What is the quotient of ( 15 x 2 − 8 x − 12 ) and ( 3 x + 2 ) ? Assume the denominator does not equal zero.,5,2,0.85414636,1.00882887840271,0:0.0208|1:0.0208|2:0.8541|3:0.0208|4:0.0208|5:0.0208|6:0.0208|7:0.0208
3,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Which represents this expression in simplest form? 15 ( x - 2 ) 3 3 ( x - 4 ) - 3,4,2,0.8247475,1.161576271057129,0:0.0250|1:0.0251|2:0.8247|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
4,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,For which value of x does x 3 simplify to 5 7 3 ?,2,5,0.7080213,1.6909513473510742,0:0.0417|1:0.0418|2:0.0417|3:0.0417|4:0.0417|5:0.7080|6:0.0417|7:0.0417
5,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"What is 3,456 3 in simplest form?",2,2,0.7083073,1.6897826194763184,0:0.0417|1:0.0417|2:0.7083|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0417
6,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Frank works at a convenience store. • He earns $7.50 per hour when he works during the day. • He earns $12.50 per hour when he works at night. • He wants to earn at least $300 per week. Which graph best represents this situation?,23,3,0.71366256,1.0872787237167358,0:0.0052|1:0.0052|2:0.0052|3:0.7137|4:0.0052|5:0.0052|6:0.0052|7:0.2551
7,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"A square with a side length of x inches is shown. The equation y = 4x represents the relationship between the side length, x, and the perimeter, y, of the square in inches. Which student states the correct domain and range of this relationship?",19,5,0.9561683,0.3826444149017334,0:0.0063|1:0.0063|2:0.0063|3:0.0063|4:0.0063|5:0.9562|6:0.0063|7:0.0063
8,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,A function f is described. f(x) = (x − 2)² + 3 • The domain of f is all real numbers greater than 0. The range of f is all real numbers greater than or equal to —,11,6,0.92698455,0.5820576548576355,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.9270|7:0.0104
9,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Which function does NOT have a y-intercept of 2?,2,1,0.70795745,1.6912121772766113,0:0.0418|1:0.7080|2:0.0417|3:0.0418|4:0.0417|5:0.0417|6:0.0417|7:0.0417
10,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,The graph of the function f(x) is shown on the coordinate plane. Which of these points is a solution of y = 3f(x)?,7,1,0.89054304,0.8055604696273804,0:0.0156|1:0.8905|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
11,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"The graph of an exponential function in the form y = a b x contains the points (0, 2), (1, 1) (2, 1/2). Which graph best represents the function?",10,1,0.5957065,1.4146431684494019,0:0.0114|1:0.5957|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.3360
12,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Which table represents y = ( x + 5 ) 2 ?,2,1,0.70804733,1.6908454895019531,0:0.0417|1:0.7080|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0417
13,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Each table represents values from four different functions. Which tables could represent an exponential function?,11,7,0.92699873,0.5819655656814575,0:0.0104|1:0.0104|2:0.0104|3:0.0104|4:0.0104|5:0.0104|6:0.0104|7:0.9270
14,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Given: f(x) = −x + 5 g(x) = 2x − 5 h(x) = (x + 2)(x − 5) Which functions have at least one equivalent x-intercept?,6,0,0.8747327,0.8959845304489136,0:0.8747|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
15,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"The principal at Washington High School investigated the relationship between a student's cell phone use and the student's grade point average, GPA. The table shows a sample of the data collected. The correlation coefficient for the curve of best fit is -0.9921. Based on the data, there appears to be —",28,4,0.96979105,0.2802453637123108,0:0.0043|1:0.0043|2:0.0043|3:0.0043|4:0.9698|5:0.0043|6:0.0043|7:0.0043
16,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,Which conclusion about the relationship between student cell phone use and GPA is best supported by these data?,10,7,0.92038655,0.6243189573287964,0:0.0114|1:0.0114|2:0.0114|3:0.0114|4:0.0114|5:0.0114|6:0.0114|7:0.9204
17,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"Using the quadratic curve of best fit, which equation most closely represents the set of data? {(−8, 80.4), (−7, 57.8), (−6, 38.6), (−5, 22.8), (3, 18.8), (5, 51.8), (7, 98.4)}",10,1,0.702796,1.2854597568511963,0:0.0114|1:0.7028|2:0.0114|3:0.0114|4:0.2289|5:0.0114|6:0.0114|7:0.0114
18,math_algebra1_practice_2023,math-algebra1-practice-2023.js,multiple-choice,"This table shows the number of months used and the approximate distances driven, in miles, for six buses in a school district. Using the line of best fit for these data, which value is the best prediction of the distance driven, in miles, by a bus that has been used for 40 months?",27,3,0.6627662,1.1265618801116943,0:0.0045|1:0.0045|2:0.0045|3:0.6628|4:0.3104|5:0.0045|6:0.0045|7:0.0045
1,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which expression is equivalent to 3 n n + 3 + 5 n - 4 if no denominator equals zero?,5,2,0.8540793,1.009187936782837,0:0.0208|1:0.0208|2:0.8541|3:0.0209|4:0.0208|5:0.0209|6:0.0208|7:0.0208
2,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which number is equivalent to ( - 6 - i ) + 5 i - ( 11 + 13 i ) ?,2,3,0.70795816,1.691209077835083,0:0.0417|1:0.0417|2:0.0418|3:0.7080|4:0.0417|5:0.0418|6:0.0417|7:0.0417
3,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which of the following is the factored form of x 3 - 216 ?,3,2,0.78114337,1.3724825382232666,0:0.0313|1:0.0313|2:0.7811|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
4,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Which expression is equivalent to 75 x 3 - 27 x 3 , if x > 0 ?",2,2,0.70805424,1.6908166408538818,0:0.0417|1:0.0417|2:0.7081|3:0.0418|4:0.0417|5:0.0418|6:0.0417|7:0.0417
5,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Assuming that no denominator equals zero, which is equivalent to r 2 - r - 6 ( r - 2 ) ( r - 3 ) ?",5,5,0.85402966,1.0094542503356934,0:0.0208|1:0.0208|2:0.0209|3:0.0208|4:0.0209|5:0.8540|6:0.0208|7:0.0209
6,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Which expression is equivalent to 16 x 15 y 17 4 , where x > 0 and y > 0 ?",2,2,0.70805013,1.690833568572998,0:0.0417|1:0.0417|2:0.7081|3:0.0418|4:0.0417|5:0.0418|6:0.0417|7:0.0417
7,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which is equivalent to ( 6 + 7 ) ( 5 + 7 ) ?,1,5,0.56210554,2.2181670665740967,0:0.0625|1:0.0625|2:0.0626|3:0.0626|4:0.0625|5:0.5621|6:0.0625|7:0.0625
8,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What are the y-coordinates for the solutions to this system of equations? x 2 + 6 x + 3 y + 6 = 0 x + y + 20 = 0,4,1,0.8249161,1.1607263088226318,0:0.0250|1:0.8249|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0251|7:0.0250
9,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which expression is equivalent to x 3 7 y 36 7 ?,2,2,0.7080533,1.6908204555511475,0:0.0417|1:0.0417|2:0.7081|3:0.0418|4:0.0417|5:0.0418|6:0.0417|7:0.0417
10,math_algebra2_2014,math-algebra2-2014.js,multiple-select,Identify the factors of the following polynomial: 8 x 2 - 18 x y - 5 y 2,4,3,0.4409321,1.8474557399749756,0:0.0250|1:0.0250|2:0.4089|3:0.4409|4:0.0250|5:0.0251|6:0.0250|7:0.0250
11,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which statement illustrates the symmetric property of equality?,5,4,0.85404795,1.009356141090393,0:0.0209|1:0.0208|2:0.0208|3:0.0208|4:0.8540|5:0.0208|6:0.0209|7:0.0209
12,math_algebra2_2014,math-algebra2-2014.js,multiple-select,Identify each expression that is equivalent to (i).,3,5,0.781055,1.3728930950164795,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.7811|6:0.0313|7:0.0313
13,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Given: n - 15 9 n 15 - n 3 n 5 . Assuming no denominator equals zero, which expression is equivalent to the given expression?",9,5,0.9123932,0.6743738651275635,0:0.0125|1:0.0125|2:0.0125|3:0.0125|4:0.0125|5:0.9124|6:0.0125|7:0.0125
14,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the solution set of 8 x - 1 + 4 = 8 ?,2,6,0.70783097,1.6917285919189453,0:0.0418|1:0.0417|2:0.0417|3:0.0418|4:0.0417|5:0.0417|6:0.7078|7:0.0417
15,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which graph best represents the solution for y ≥ | 2 x + 1 | - 3 ?,4,1,0.8248222,1.161199927330017,0:0.0250|1:0.8248|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
16,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the solution set to x 2 = 16 - 4 x ?,2,6,0.70786077,1.6916069984436035,0:0.0418|1:0.0417|2:0.0417|3:0.0418|4:0.0417|5:0.0417|6:0.7079|7:0.0417
17,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the solution set for 1 4 x + 3 = 2 ?,2,6,0.70785475,1.691631555557251,0:0.0418|1:0.0417|2:0.0417|3:0.0418|4:0.0417|5:0.0417|6:0.7079|7:0.0417
18,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the solution to | x + 4 | 2 ?,1,6,0.5622339,2.2177603244781494,0:0.0625|1:0.0626|2:0.0626|3:0.0626|4:0.0625|5:0.0625|6:0.5622|7:0.0625
19,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The graph of g(x) is shown. Which appears to be a solution of g(x) = 0?,4,1,0.82481045,1.1612591743469238,0:0.0250|1:0.8248|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
20,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Given: x + y + 10 = 0 x 2 + y - 2 = 0 What are the x-values for the solutions to the given system of equations?,6,1,0.87493426,0.8948530554771423,0:0.0179|1:0.8749|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
21,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which is a solution for w - 4 4 + 11 = 14 ?,1,6,0.5622372,2.217749834060669,0:0.0625|1:0.0626|2:0.0626|3:0.0626|4:0.0625|5:0.0625|6:0.5622|7:0.0625
22,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the real solution set of -- x x - 4 - 4 3 = 4 x - 4,3,6,0.78100955,1.3731037378311157,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.7810|7:0.0313
23,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Which is a solution to 4 n - 37 3 = 10 n , if n ≠ 0 ?",1,6,0.5622378,2.217747926712036,0:0.0625|1:0.0626|2:0.0626|3:0.0626|4:0.0625|5:0.0625|6:0.5622|7:0.0625
24,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which is a solution of | 2 x - 7 | + 1 = 9 ?,1,6,0.56223786,2.217747688293457,0:0.0625|1:0.0626|2:0.0626|3:0.0626|4:0.0625|5:0.0625|6:0.5622|7:0.0625
25,math_algebra2_2014,math-algebra2-2014.js,free-response,"If x ≠ 0 , what is the solution to the following equation? 1 - x x + 2 = 7 x",3,1,0.78107065,1.3728196620941162,0:0.0313|1:0.7811|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
26,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,A solution to a quadratic equation is 13 - 11 i 7 . Which of the following must also be a solution to this equation?,8,2,0.90267456,0.7336868047714233,0:0.0139|1:0.0139|2:0.9027|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
27,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which of the following functions does NOT have a range of only the real numbers greater than or equal to zero?,8,2,0.902685,0.7336238622665405,0:0.0139|1:0.0139|2:0.9027|3:0.0139|4:0.0139|5:0.0139|6:0.0139|7:0.0139
28,math_algebra2_2014,math-algebra2-2014.js,free-response,What is the sum of this infinite series? 100 + 60 + 36 + 108 5 + ...,3,1,0.78112966,1.3725461959838867,0:0.0313|1:0.7811|2:0.0313|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
29,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The graph of a parent function is shown. Which function belongs to this same family?,7,0,0.5023405,1.5902307033538818,0:0.5023|1:0.0157|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.4038
30,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which number is a zero of f ( x ) = log ( 4 x - 1 ) ?,3,2,0.44473103,1.9890062808990479,0:0.0313|1:0.3675|2:0.4447|3:0.0313|4:0.0313|5:0.0313|6:0.0313|7:0.0313
31,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the equation of the horizontal asymptote of the graph of the following equation? f ( x ) = 6 ( x - 5 ) - 4,6,2,0.5739751,1.60805344581604,0:0.0179|1:0.3188|2:0.5740|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.0179
32,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which function best represents this graph?,4,1,0.8248233,1.161194086074829,0:0.0250|1:0.8248|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0251
33,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The graph of g ( x ) = log ( 2 x ) has —,2,1,0.70816326,1.6903715133666992,0:0.0417|1:0.7082|2:0.0417|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0417
34,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Throughout which of the following intervals is f ( x ) = ( x - 1 ) ( x - 4 ) 2 only decreasing?,4,1,0.8248764,1.1609259843826294,0:0.0250|1:0.8249|2:0.0250|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
35,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Given: f ( x ) = log ( x - 16 ) + 15 What is the equation of an asymptote of the graph of the given function?,7,1,0.890542,0.805566668510437,0:0.0156|1:0.8905|2:0.0156|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
36,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What appears to be the range of this function?,3,3,0.45026883,1.9876601696014404,0:0.0313|1:0.0313|2:0.0313|3:0.4503|4:0.0313|5:0.0313|6:0.3619|7:0.0314
37,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The heights of a large population of ostriches are normally distributed. Which is closest to the percentage of these heights that is within 3 standard deviations of the mean?,13,0,0.9374791,0.5128899812698364,0:0.9375|1:0.0089|2:0.0089|3:0.0089|4:0.0089|5:0.0089|6:0.0089|7:0.0089
38,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which of these situations involves a combination?,3,5,0.7811241,1.3725719451904297,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.7811|6:0.0313|7:0.0313
39,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,What is the 14th term of the arithmetic sequence with a first term of 7 and a common difference of 10?,7,2,0.89050806,0.8057642579078674,0:0.0157|1:0.0156|2:0.8905|3:0.0156|4:0.0156|5:0.0156|6:0.0156|7:0.0156
40,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The graph of the function g is shown on the following grid. Which graph best represents the inverse of g?,9,1,0.91243416,0.6741205453872681,0:0.0125|1:0.9124|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
41,math_algebra2_2014,math-algebra2-2014.js,multiple-select,Identify each of the x- and y-intercepts of the function h ( x ) = x 3 + 3 x 2 - 4 x - 12 .,3,5,0.781009,1.3731062412261963,0:0.0313|1:0.0313|2:0.0313|3:0.0313|4:0.0313|5:0.7810|6:0.0313|7:0.0313
42,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which of the following describes the end behavior of y = - x 2 + b x + c as x approaches either positive or negative infinity?,9,1,0.9124066,0.6742905974388123,0:0.0125|1:0.9124|2:0.0125|3:0.0125|4:0.0125|5:0.0125|6:0.0125|7:0.0125
43,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"If f ( x ) = 2 3 x 2 + 1 and g ( x ) = 6 x - 15 , which polynomial is equivalent to g ( f ( x ) ) ?",2,2,0.708132,1.6904990673065186,0:0.0417|1:0.0417|2:0.7081|3:0.0417|4:0.0417|5:0.0417|6:0.0417|7:0.0417
44,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The domain of the function f ( x ) = x + 3 x 2 + 5 x - 24 is all real numbers except —,5,7,0.5947003,1.6586791276931763,0:0.0208|1:0.0208|2:0.0209|3:0.0209|4:0.0208|5:0.0209|6:0.2802|7:0.5947
45,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The amount of work (W) done when lifting an object varies jointly with the mass of the object (M) and the distance the object is lifted (D). Which equation models this relationship?,15,1,0.94528884,0.45967546105384827,0:0.0078|1:0.9453|2:0.0078|3:0.0078|4:0.0078|5:0.0078|6:0.0078|7:0.0078
46,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Madison deposited $1,000 into a savings account that compounds interest yearly. Using the exponential curve of best fit, which is closest to the expected amount in the savings account 30 years after the time Madison deposited the initial $1,000?",22,4,0.9619343,0.3402155935764313,0:0.0054|1:0.0054|2:0.0054|3:0.0054|4:0.9619|5:0.0054|6:0.0054|7:0.0054
47,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"Which graph best represents a function with zeros of -2, -1, and 2?",5,1,0.8233318,1.150014042854309,0:0.0208|1:0.8233|2:0.0208|3:0.0209|4:0.0208|5:0.0209|6:0.0209|7:0.0516
48,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,The number of permutations of 8 objects taken 3 at a time is —,5,1,0.85400397,1.0095911026000977,0:0.0209|1:0.8540|2:0.0208|3:0.0209|4:0.0209|5:0.0209|6:0.0209|7:0.0208
49,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,"If y varies inversely as the square root of x, what is the constant of proportionality if y = 16 when x = 4?",6,7,0.8749152,0.8949599266052246,0:0.0179|1:0.0179|2:0.0179|3:0.0179|4:0.0179|5:0.0179|6:0.0179|7:0.8749
50,math_algebra2_2014,math-algebra2-2014.js,multiple-choice,Which of the following describes the root(s) of the equation 9 x 2 = 6 x - 1 ?,4,1,0.4992789,1.8293898105621338,0:0.0250|1:0.4993|2:0.3506|3:0.0250|4:0.0250|5:0.0250|6:0.0250|7:0.0250
1,math_algebra2_2015,math-algebra2-2015.js,multiple-choice,Which expression is equivalent to 20 x 16 y 25 for positive x and y values?,4,3,0.8248356,1.1611323356628418,0:0.0250|1:0.0250|2:0.0250|3:0.8248|4:0.0250|5:0.0250|6:0.0250|7:0.0250
2,math_algebra2_2015,math-algebra2-2015.js,multiple-choice,Which expression is equivalent to 6 w 7 3 · 4 w 5 3 ?,2,2,0.70805454,1.6908154487609863,0:0.0417|1:0.0417|2:0.7081|3:0.0418|4:0.0417|5:0.0418|6:0.0417|7:0.0417
